ano_eleicao,turno,instituto,data_inicio_campo,data_fim_campo,data_publicacao,amostra,cenario,candidato,percentual_total,brancos_nulos,indecisos,fonte,amostra_imputada,qualidade_fonte,cenario_tipo,incumbente,sucessor_governo,partido_governo,reeleicao_permitida,ex_presidente,pib_crescimento,inflacao,desemprego,fundamentos_ano_referencia,fundamentos_defasagem_max,cenario_rotulo,cenario_prioridade,usar_previsao_principal,dias_campo_ate_eleicao,dias_publicacao_ate_eleicao,ordem_pesquisa_instituto_cenario,ordem_pesquisa_campanha,voto_valido_estimado,resultado_real_validos,erro
2026,1,AtlasIntel,2026-09-04,2026-09-09,2026-09-09,5000,wikipedia_tabela_2,Romeu Zema,2.1,0,1.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,25,25,2,83,2.1212,,
2026,1,Palver,2026-09-04,2026-09-07,2026-09-07,5000,wikipedia_tabela_2,Lula,40.0,0,2.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,78,40.8163,,
2026,1,Palver,2026-09-04,2026-09-07,2026-09-07,5000,wikipedia_tabela_2,Flávio Bolsonaro,39.0,0,2.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,78,39.7959,,
2026,1,Palver,2026-09-04,2026-09-07,2026-09-07,5000,wikipedia_tabela_2,Augusto Cury,4.0,0,2.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,78,4.0816,,
2026,1,Palver,2026-09-04,2026-09-07,2026-09-07,5000,wikipedia_tabela_2,Ronaldo Caiado,1.0,0,2.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,78,1.0204,,
2026,1,Palver,2026-09-04,2026-09-07,2026-09-07,5000,wikipedia_tabela_2,Romeu Zema,1.0,0,2.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,78,1.0204,,
2026,1,Ideia,2026-09-04,2026-09-07,2026-09-07,1500,wikipedia_tabela_2,Lula,38.4,0,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,76,40.5491,,
2026,1,Ideia,2026-09-04,2026-09-07,2026-09-07,1500,wikipedia_tabela_2,Flávio Bolsonaro,37.3,0,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,76,39.3875,,
2026,1,Ideia,2026-09-04,2026-09-07,2026-09-07,1500,wikipedia_tabela_2,Augusto Cury,6.6,0,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,76,6.9694,,
2026,1,Ideia,2026-09-04,2026-09-07,2026-09-07,1500,wikipedia_tabela_2,Ronaldo Caiado,4.0,0,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,76,4.2239,,
2026,1,Ideia,2026-09-04,2026-09-07,2026-09-07,1500,wikipedia_tabela_2,Romeu Zema,1.5,0,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,1,76,1.5839,,
2026,1,Nexus,2026-09-04,2026-09-07,2026-09-07,2002,wikipedia_tabela_2,Lula,39.0,0,5.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,4,77,41.0526,,
2026,1,Nexus,2026-09-04,2026-09-07,2026-09-07,2002,wikipedia_tabela_2,Flávio Bolsonaro,35.0,0,5.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,4,77,36.8421,,
2026,1,Nexus,2026-09-04,2026-09-07,2026-09-07,2002,wikipedia_tabela_2,Augusto Cury,9.0,0,5.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,4,77,9.4737,,
2026,1,Nexus,2026-09-04,2026-09-07,2026-09-07,2002,wikipedia_tabela_2,Ronaldo Caiado,4.0,0,5.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,4,77,4.2105,,
2026,1,Nexus,2026-09-04,2026-09-07,2026-09-07,2002,wikipedia_tabela_2,Romeu Zema,1.0,0,5.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,27,27,4,77,1.0526,,
2026,1,Quaest,2026-09-03,2026-09-06,2026-09-06,2004,wikipedia_tabela_2,Lula,36.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,28,28,2,75,43.9024,,
2026,1,Quaest,2026-09-03,2026-09-06,2026-09-06,2004,wikipedia_tabela_2,Flávio Bolsonaro,29.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,28,28,2,75,35.3659,,
2026,1,Quaest,2026-09-03,2026-09-06,2026-09-06,2004,wikipedia_tabela_2,Augusto Cury,8.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,28,28,2,75,9.7561,,
2026,1,Quaest,2026-09-03,2026-09-06,2026-09-06,2004,wikipedia_tabela_2,Ronaldo Caiado,3.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,28,28,2,75,3.6585,,
2026,1,Quaest,2026-09-03,2026-09-06,2026-09-06,2004,wikipedia_tabela_2,Romeu Zema,2.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,28,28,2,75,2.4390,,
2026,1,Datafolha,2026-09-01,2026-09-02,2026-09-02,2002,wikipedia_tabela_2,Lula,38.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,71,41.7582,,
2026,1,Datafolha,2026-09-01,2026-09-02,2026-09-02,2002,wikipedia_tabela_2,Flávio Bolsonaro,33.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,71,36.2637,,
2026,1,Datafolha,2026-09-01,2026-09-02,2026-09-02,2002,wikipedia_tabela_2,Augusto Cury,8.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,71,8.7912,,
2026,1,Datafolha,2026-09-01,2026-09-02,2026-09-02,2002,wikipedia_tabela_2,Ronaldo Caiado,4.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,71,4.3956,,
2026,1,Datafolha,2026-09-01,2026-09-02,2026-09-02,2002,wikipedia_tabela_2,Romeu Zema,2.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,71,2.1978,,
2026,1,PoderData,2026-08-30,2026-09-02,2026-09-02,3000,wikipedia_tabela_2,Lula,37.0,0,7.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,72,39.7849,,
2026,1,PoderData,2026-08-30,2026-09-02,2026-09-02,3000,wikipedia_tabela_2,Flávio Bolsonaro,34.0,0,7.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,72,36.5591,,
2026,1,PoderData,2026-08-30,2026-09-02,2026-09-02,3000,wikipedia_tabela_2,Augusto Cury,10.0,0,7.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,72,10.7527,,
2026,1,PoderData,2026-08-30,2026-09-02,2026-09-02,3000,wikipedia_tabela_2,Ronaldo Caiado,2.0,0,7.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,72,2.1505,,
2026,1,PoderData,2026-08-30,2026-09-02,2026-09-02,3000,wikipedia_tabela_2,Romeu Zema,1.0,0,7.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,32,32,2,72,1.0753,,
2026,1,Quaest,2026-08-30,2026-09-01,2026-09-01,2004,wikipedia_tabela_2,Lula,37.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,70,45.1220,,
2026,1,Quaest,2026-08-30,2026-09-01,2026-09-01,2004,wikipedia_tabela_2,Flávio Bolsonaro,29.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,70,35.3659,,
2026,1,Quaest,2026-08-30,2026-09-01,2026-09-01,2004,wikipedia_tabela_2,Augusto Cury,10.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,70,12.1951,,
2026,1,Quaest,2026-08-30,2026-09-01,2026-09-01,2004,wikipedia_tabela_2,Ronaldo Caiado,1.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,70,1.2195,,
2026,1,Quaest,2026-08-30,2026-09-01,2026-09-01,2004,wikipedia_tabela_2,Romeu Zema,1.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,70,1.2195,,
2026,1,Futura,2026-08-27,2026-09-01,2026-09-01,2000,wikipedia_tabela_2,Lula,38.7,0,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,69,41.2141,,
2026,1,Futura,2026-08-27,2026-09-01,2026-09-01,2000,wikipedia_tabela_2,Flávio Bolsonaro,33.6,0,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,69,35.7827,,
2026,1,Futura,2026-08-27,2026-09-01,2026-09-01,2000,wikipedia_tabela_2,Augusto Cury,9.9,0,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,69,10.5431,,
2026,1,Futura,2026-08-27,2026-09-01,2026-09-01,2000,wikipedia_tabela_2,Ronaldo Caiado,3.5,0,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,69,3.7274,,
2026,1,Futura,2026-08-27,2026-09-01,2026-09-01,2000,wikipedia_tabela_2,Romeu Zema,1.6,0,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,33,33,1,69,1.7039,,
2026,1,Real Time,2026-08-27,2026-08-31,2026-08-31,2000,wikipedia_tabela_2,Lula,38.0,0,6.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,34,34,1,68,40.4255,,
2026,1,Real Time,2026-08-27,2026-08-31,2026-08-31,2000,wikipedia_tabela_2,Flávio Bolsonaro,30.0,0,6.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,34,34,1,68,31.9149,,
2026,1,Real Time,2026-08-27,2026-08-31,2026-08-31,2000,wikipedia_tabela_2,Augusto Cury,11.0,0,6.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,34,34,1,68,11.7021,,
2026,1,Real Time,2026-08-27,2026-08-31,2026-08-31,2000,wikipedia_tabela_2,Ronaldo Caiado,4.0,0,6.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,34,34,1,68,4.2553,,
2026,1,Real Time,2026-08-27,2026-08-31,2026-08-31,2000,wikipedia_tabela_2,Romeu Zema,2.0,0,6.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio,2,0,34,34,1,68,2.1277,,
