ano_eleicao,cenario_rotulo,candidato,previsto,resultado_real_validos,modelo,ano_treino_max,erro_abs
2022,Primeiro turno 2022 - 2019,Ciro Gomes,7.911725939807525,3.04,ridge,2018,4.871725939807525
2022,Primeiro turno 2022 - 2019,Jair Bolsonaro,38.303739382539476,43.2,ridge,2018,4.896260617460527
2022,Primeiro turno 2022 - 2020,Ciro Gomes,1.7700872393813079,3.04,ridge,2018,1.2699127606186922
2022,Primeiro turno 2022 - 2020,Jair Bolsonaro,33.01718812982338,43.2,ridge,2018,10.182811870176621
2022,Primeiro turno 2022 - 2020,Lula,33.722586338916535,48.43,ridge,2018,14.707413661083464
2022,Primeiro turno 2022 - 2021,Ciro Gomes,3.1714796818227065,3.04,ridge,2018,0.13147968182270642
2022,Primeiro turno 2022 - 2021,Jair Bolsonaro,24.85075653160311,43.2,ridge,2018,18.349243468396892
2022,Primeiro turno 2022 - 2021,Lula,50.46679550779227,48.43,ridge,2018,2.03679550779227
2022,Primeiro turno 2022 - 2021,Simone Tebet,0.0,4.16,ridge,2018,4.16
2022,Primeiro turno 2022 - 2021 alternativo,Ciro Gomes,9.110657898280351,3.04,ridge,2018,6.070657898280351
2022,Primeiro turno 2022 - 2021 alternativo,Jair Bolsonaro,32.26350666393765,43.2,ridge,2018,10.936493336062355
2022,Primeiro turno 2022 - 2021 alternativo,Lula,52.055107822647244,48.43,ridge,2018,3.6251078226472444
2022,Primeiro turno 2022 - abril a junho,Ciro Gomes,4.184996748808324,3.04,ridge,2018,1.1449967488083237
2022,Primeiro turno 2022 - abril a junho,Jair Bolsonaro,34.21140662108312,43.2,ridge,2018,8.988593378916882
2022,Primeiro turno 2022 - abril a junho,Lula,55.75567339117745,48.43,ridge,2018,7.325673391177453
2022,Primeiro turno 2022 - janeiro a marco,Ciro Gomes,2.8355681247259277,3.04,ridge,2018,0.20443187527407236
2022,Primeiro turno 2022 - janeiro a marco,Jair Bolsonaro,36.51923645598859,43.2,ridge,2018,6.680763544011413
2022,Primeiro turno 2022 - janeiro a marco,Lula,51.30893140859623,48.43,ridge,2018,2.8789314085962303
2022,Primeiro turno 2022 - reta final,Ciro Gomes,0.708392988806036,3.04,ridge,2018,2.331607011193964
2022,Primeiro turno 2022 - reta final,Jair Bolsonaro,33.23238832728323,43.2,ridge,2018,9.967611672716771
2022,Primeiro turno 2022 - reta final,Lula,57.45159814842717,48.43,ridge,2018,9.021598148427174
2022,Primeiro turno 2022 - reta final,Simone Tebet,1.250174310407722,4.16,ridge,2018,2.909825689592278
2022,Primeiro turno 2022 - 2019,Ciro Gomes,7.509175779040467,3.04,huber,2018,4.469175779040467
2022,Primeiro turno 2022 - 2019,Jair Bolsonaro,35.062290161779636,43.2,huber,2018,8.137709838220367
2022,Primeiro turno 2022 - 2020,Ciro Gomes,0.7784080406373981,3.04,huber,2018,2.261591959362602
2022,Primeiro turno 2022 - 2020,Jair Bolsonaro,29.32717191880764,43.2,huber,2018,13.872828081192363
2022,Primeiro turno 2022 - 2020,Lula,28.777682067075112,48.43,huber,2018,19.652317932924888
2022,Primeiro turno 2022 - 2021,Ciro Gomes,2.849115478803064,3.04,huber,2018,0.19088452119693589
2022,Primeiro turno 2022 - 2021,Jair Bolsonaro,20.257265371855524,43.2,huber,2018,22.94273462814448
2022,Primeiro turno 2022 - 2021,Lula,48.71330820223979,48.43,huber,2018,0.2833082022397875
2022,Primeiro turno 2022 - 2021,Simone Tebet,0.0,4.16,huber,2018,4.16
2022,Primeiro turno 2022 - 2021 alternativo,Ciro Gomes,7.237813849846457,3.04,huber,2018,4.197813849846457
2022,Primeiro turno 2022 - 2021 alternativo,Jair Bolsonaro,26.361766189131984,43.2,huber,2018,16.83823381086802
2022,Primeiro turno 2022 - 2021 alternativo,Lula,48.03593122482655,48.43,huber,2018,0.3940687751734515
2022,Primeiro turno 2022 - abril a junho,Ciro Gomes,1.5418009166641264,3.04,huber,2018,1.4981990833358736
2022,Primeiro turno 2022 - abril a junho,Jair Bolsonaro,28.669212628374417,43.2,huber,2018,14.530787371625586
2022,Primeiro turno 2022 - abril a junho,Lula,52.384152132584134,48.43,huber,2018,3.9541521325841344
2022,Primeiro turno 2022 - janeiro a marco,Ciro Gomes,0.0,3.04,huber,2018,3.04
2022,Primeiro turno 2022 - janeiro a marco,Jair Bolsonaro,28.83494291440197,43.2,huber,2018,14.365057085598032
2022,Primeiro turno 2022 - janeiro a marco,Lula,44.68497218054979,48.43,huber,2018,3.7450278194502076
2022,Primeiro turno 2022 - reta final,Ciro Gomes,0.8845307678552542,3.04,huber,2018,2.1554692321447457
2022,Primeiro turno 2022 - reta final,Jair Bolsonaro,30.83687173938509,43.2,huber,2018,12.363128260614914
2022,Primeiro turno 2022 - reta final,Lula,57.66647010827185,48.43,huber,2018,9.236470108271853
2022,Primeiro turno 2022 - reta final,Simone Tebet,1.5153718601099089,4.16,huber,2018,2.6446281398900915
2022,Primeiro turno 2022 - 2019,Ciro Gomes,10.856591666666716,3.04,random_forest_07_600,2018,7.816591666666716
2022,Primeiro turno 2022 - 2019,Jair Bolsonaro,47.72428333333363,43.2,random_forest_07_600,2018,4.524283333333628
2022,Primeiro turno 2022 - 2020,Ciro Gomes,4.2331166666666995,3.04,random_forest_07_600,2018,1.1931166666666995
2022,Primeiro turno 2022 - 2020,Jair Bolsonaro,47.663233333333615,43.2,random_forest_07_600,2018,4.463233333333612
2022,Primeiro turno 2022 - 2020,Lula,30.100316666666554,48.43,random_forest_07_600,2018,18.329683333333445
2022,Primeiro turno 2022 - 2021,Ciro Gomes,5.839229166666689,3.04,random_forest_07_600,2018,2.799229166666689
